KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記,目
178,ヨウジウオ科,Syngnathidae,アミメカワヨウジ,Hippichthys (Hippichthys) heptagonus Bleeker 1849,"
武内ほか（2011）近畿大学農学部紀要44:63-87，石垣島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；渋川ほか（2017）東海自然誌10:33-37，北限記録（静岡県焼津市）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；栗原ほか（2021）Ichthy, Nat Hist Fish Jpn 14:17-20，宮崎県延岡市；栗原ほか（2022）「延岡水辺の生き物案内」，宮崎県延岡市；古橋ほか（2023）Ichthy, Nat Hist Fish Jpn 29:20-33，種子島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；Yuki et al (2025) Univ Mus, Univ Tokyo Material Rep 139:31-45，沖縄島，石垣島；岡村（2025）南予生物フィールドノート25027，高知県鏡川
",Amimekawayoji,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,カワヨウジ,Hippichthys (Hippichthys) spicifer (Rüppell 1838),"
辻（2015）徳島県立博物館研究報告25:1-24，愛媛県岩松川；山川・瀬能（2016）神奈川自然誌資料37:44-52，相模湾；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；北原・森口（2022）東海自然誌15:47-51，静岡県；和歌山県RedDataBook；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；井藤ほか（2024）徳島県立博物館研究報告34:41-64，徳島県伊勢田川；外山ほか（2024）Ichthy, Nat Hist Fish Jpn 48:5-13，茨城県；百瀬・尾山（2024）Ichthy, Nat Hist Fish Jpn 49:35-48，房総半島；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；木村・笹木（2025）「三重県の魚類図鑑」；Yuki et al (2025) Univ Mus, Univ Tokyo Material Rep 139:31-45，千葉県，西表島
",Kawayoji,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,ガンテンイシヨウジ,Hippichthys (Parasyngnathus) penicillus (Cantor 1849),"
北原（2008）南紀生物50:85-90，伊豆半島青野川河口；武内ほか（2011）近畿大学農学部紀要44:63-87，三重県；平嶋・丸山（2012）南紀生物54:24-30，和歌山県和歌川河口；辻（2013）徳島県立博物館研究報告23:1-21，愛媛県伯方島；大河ほか（2014）黒潮の資源海洋研究15:95-104，高知県；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；辻（2015）徳島県立博物館研究報告25:1-24，愛媛県岩松川；松沼ほか（2016）「鹿児島市の川魚」，鹿児島市；山川・瀬能（2016）神奈川自然誌資料37:44-52，相模湾；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；酒井ほか（2018）日本生物地理学会会報72:5-10，東京湾；村瀬ほか（2019）「門川の魚類」；松沼ほか（2019）Nat Kagoshima 46:39-43，京都・島根・大分；荒尾ほか（2020）神奈川自然誌資料41:61-70，東京湾；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；本村ほか（2020）「高尾野川河口の生きもの」；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；井上ほか（2021）Ichthy, Nat Hist Fish Jpn 10:21-38，高知市；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；柏尾ほか（2022）きしわだ自然資料館研究報告7:1-12，大阪湾（岸和田市）；外山ほか（2023）Ichthy, Nat Hist Fish Jpn 33:21-26，茨城県北部 ；樋之口ほか（2023）「錦江湾奥　干潟の生き物図鑑」，鹿児島湾；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；星野（2024）中津干潟の魚類in中津干潟レポート2023，大分県中津市；樋之口ほか（2024）「錦江湾奥　干潟の生き物図鑑 改訂版」，鹿児島湾北部；中村ほか（2024）Ichthy, Nat Hist Fish Jpn 50:26-55，鹿児島湾；金子ほか（2024）茨城県自然博物館研究報告27:77-88，茨城県；木村・笹木（2025）「三重県の魚類図鑑」；Yuki et al (2025) Univ Mus, Univ Tokyo Material Rep 139:31-45，千葉県，東京，神奈川県，愛知県，長崎県，鹿児島県
",Gantenishiyoji,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,コダマタツ,Hippocampus bargibanti Whitley 1970,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；佐藤ほか（2023）Ichthy, Nat Hist Fish Jpn 32:7-12，硫黄島；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；幸ほか（2025）Ichthy, Nat Hist Fish Jpn 58:1-7，和名提唱（伊豆諸島八丈島，小笠原諸島，高知県，宮崎県，薩摩半島，大隅諸島屋久島・硫黄島，奄美大島，沖永良部島，沖縄島，伊江島・久米島，座間見島，石垣島）
",Kodamatatsu,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,タツノオトシゴ,Hippocampus coronatus Temminck & Schlegel 1850,"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；辻（2013）徳島県立博物館研究報告23:1-21，愛媛県伯方島；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Han et al (2017) ZooKeys 712:113-139，千葉県～伊豆半島；Wibowo et al (2017) Nat Kagoshima 43:71-76，長島；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；花﨑ほか（2020）南紀生物62:189-195，大阪府阪南市；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；木村・笹木（2025）「三重県の魚類図鑑」；Yuki et al (2025) Univ Mus, Univ Tokyo Material Rep 139:31-45，宮城県，長崎県
",Tatsunotoshigo,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,カクレタツノコ,Hippocampus denise Lourie & Randall 2003,"
Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島
",Kakuretatsunoko,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,ヒメタツ,"Hippocampus haema Han, Kim, Kai & Senou 2017","
Han et al (2017) ZooKeys 712:113-139，秋田以南の日本海～鹿児島県出水；吉郷（2019）ホシザキグリーン財団研究報告22:191-202，島根県；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；相澤・池田（2023）水生動物2022:AA2023-5，宮城県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾
",Himetatsu,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,イバラタツ,Hippocampus histrix Kaup 1856,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Wibowo et al (2017) Nat Kagoshima 43:71-76，内之浦湾，種子島（種子島産標本は後にタマヨリタツに再同定；種子島からのイバラタツの記録はない）；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；吉田ほか（2025）Ichthy, Nat Hist Fish Jpn 53:23-39，薩摩半島；Yuki et al (2025) Univ Mus, Univ Tokyo Material Rep 139:31-45，和歌山県，高知県，奄美大島
",Ibaratatsu,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,ハチジョウタツ,"Hippocampus japapigu Short, Smith, Motomura, Harasti & Hamilton 2018","
Short et al (2018) ZooKeys 779:27-49，タイプ標本はすべて八丈島産，原記載中で言及されている産地は三宅島，相模湾，大瀬崎，串本，栢島，父島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；本村・佐藤（2025）Ichthy, Nat Hist Fish Jpn 52:1-8，種子島
",Hachijotatsu,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,オオウミウマ,Hippocampus kelloggi Jordan & Snyder 1901,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Wibowo et al (2017) Nat Kagoshima 43:71-76，知林ヶ島，川尻漁港，崎ノ山，桟敷島，松島；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Yuki et al (2025) Univ Mus, Univ Tokyo Material Rep 139:31-45，高知県
",Oumiuma,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,クロウミウマ,Hippocampus kuda Bleeker 1852,"
大河ほか（2014）黒潮の資源海洋研究15:95-104，高知県；岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Wibowo et al (2017) Nat Kagoshima 43:71-76，内之浦湾，黒瀬漁港，番所鼻自然公園，種子島，屋久島，奄美大島，与論島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖；小枝ほか（2020）「大隅市場魚類図鑑」；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；阿部ほか（2024）Ichthy, Nat Hist Fish Jpn 45:1-14，口永良部島；古橋ほか（2024）Ichthy, Nat Hist Fish Jpn 47:9-20，与那国島；中村ほか（2024）Ichthy, Nat Hist Fish Jpn 50:26-55，鹿児島湾；Yuki et al (2025) Univ Mus, Univ Tokyo Material Rep 139:31-45，東京，石垣島
",Kuroumiuma,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,サンゴタツ,Hippocampus mohnikei Bleeker 1853,"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；荒尾・玉井（2011）豊橋市自然史博物館研報21:17-26，愛知県渥美半島沖；大河ほか（2014）黒潮の資源海洋研究15:95-104，高知県；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Wibowo et al (2017) Nat Kagoshima 43:71-76，知林ヶ島；岩坪・本村（2017）「鹿児島湾の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；村瀬ほか（2019）「門川の魚類」；松沼ほか（2019）Nat Kagoshima 46:39-43，京都；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；柏尾ほか（2022）きしわだ自然資料館研究報告7:1-12，大阪湾（岸和田市）；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本；樋之口ほか（2023）「錦江湾奥　干潟の生き物図鑑」，鹿児島湾；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；星野（2024）中津干潟の魚類in中津干潟レポート2023，大分県中津市；樋之口ほか（2024）「錦江湾奥　干潟の生き物図鑑 改訂版」，鹿児島湾北部；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾；木村・笹木（2025）「三重県の魚類図鑑」；Yuki et al (2025) Univ Mus, Univ Tokyo Material Rep 139:31-45，千葉県，東京，神奈川県，長崎県，鹿児島県
",Sangotatsu,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,ユリタツノコ,Hippocampus pontohi Lourie & Kuiter 2008,"
Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 7:35-52，徳之島
",Yuritatsunoko,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,ハナタツ,Hippocampus sindonis Jordan & Snyder 1901,"
Han et al (2017) ZooKeys 712:113-139，千葉県～和歌山県；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；近藤ほか（2022）「ハチの干潟の生きものたち」，広島県竹原市（瀬戸内海）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；木村・笹木（2025）「三重県の魚類図鑑」；Yuki et al (2025) Univ Mus, Univ Tokyo Material Rep 139:31-45，神奈川県，長崎県
",Hanatatsu,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,タマヨリタツ,Hippocampus spinosissimus Weber 1913,"
荒木ほか（2020）タクサ49:56-61，種子島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島
",Tamayoritatsu,"ヨウジウオ目
Syngnathiformes"
178,ヨウジウオ科,Syngnathidae,タカクラタツ,Hippocampus trimaculatus Leach 1814,"
岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Wibowo et al (2017) Nat Kagoshima 43:71-76，内之浦湾，笠沙，番所鼻自然公園，知林ヶ島，種子島；岩坪・本村（2017）「鹿児島湾の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；玉井・荒尾（2021）豊橋市自然史博物館研報31:45-55，愛知県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:213-251，千葉県；中村ほか（2024）Ichthy, Nat Hist Fish Jpn 50:26-55，鹿児島湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；木村・笹木（2025）「三重県の魚類図鑑」；Yuki et al (2025) Univ Mus, Univ Tokyo Material Rep 139:31-45，千葉県，神奈川県，静岡県，和歌山県，高知県，長崎県；和田ほか（2025）Mikuraensis 14:5-54，御蔵島；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Takakuratatsu,"ヨウジウオ目
Syngnathiformes"
